label,latitude,longitude,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,node
0,35.6497354,139.50252989999998,-0.00837918629947832,0.006615552860767566,0.010702461911939541,0,0,0.0008148815081975854,0.9999988152071437,0,0,0,0,1,0
1,35.6497319,139.50257349999998,4.002175735486897,0.373546499671619,-0.22371301391440573,0,0,-0.06631750048598146,0.9975547295777869,0,0,0,0,1,-1
2,35.6497254,139.5026178,8.053922198350646,0.40512164824589814,-0.4943876461524779,0,0,-0.021256754074649154,0.9996135766202463,0,0,0,0,1,-1
3,35.6497199,139.5026612,12.100909556197598,0.5344504238518881,-0.7241571363235022,0,0,0.030029232576287212,0.9993075165450653,0,0,0,0,1,-1
4,35.6497191,139.5026753,13.21868247141303,0.6513872229512019,-0.8092496184212801,0,0,0.023438737874665043,0.9994770819780503,0,0,0,0,1,1
5,35.6497204,139.5026763,13.314998632959076,0.85836730395412,-0.8024371122272154,0,0,0.5312850202438798,0.8466879123224936,0,0,0,0,1,-1
6,35.649754,139.5026947,14.208972047738442,4.81004309912539,-0.9412851498129384,0,0,0.609933308447414,0.7919357574451571,0,0,0,0,1,-1
7,35.6497811,139.5027244,16.31112769458619,8.25034523890272,-1.1860538712324193,0,0,0.3643271177462832,0.9311039939216111,0,0,0,0,1,-1
8,35.6497904,139.5027666,19.819050682836558,10.12104206834286,-1.4278519109019756,0,0,0.11391655901856146,0.9932553011809132,0,0,0,0,1,2
9,35.6497904,139.5027668,19.86757865458371,10.130983504147947,-1.4235517575971446,0,0,0.11720865036476588,0.9929426673565693,0,0,0,0,1,-1
10,35.6497817,139.50280999999998,23.93035077838147,10.011582617294753,-1.665981025211824,0,0,-0.08500739047576293,0.996186824170855,0,0,0,0,1,-1
11,35.6497646,139.50284969999998,27.763378135270422,8.828294880679582,-1.899500284561932,0,0,-0.22212537393346318,0.9747295940264307,0,0,0,0,1,-1
12,35.6497345,139.5028711,30.366831047921536,5.713691653053565,-1.9760518676670558,0,0,-0.5609305702869054,0.8272154149614684,0,0,0,0,1,-1
13,35.649698,139.5028714,31.21903705079707,1.7732403048299163,-1.926585706618023,0,0,-0.7156751408323115,0.6974081248733827,0,0,0,0,1,-1
14,35.6496953,139.502871,31.181899996216607,1.443386924093366,-1.9502335535647515,0,0,-0.7190402284865123,0.693884389165559,0,0,0,0,1,3
15,35.6496953,139.50287129999998,31.171747486759863,1.4208852470621711,-1.9422941684498507,0,0,-0.9702849918079065,0.23687375850079928,0,0,0,0,1,-1
16,35.6496952,139.5028699,30.94368924613539,1.321384932541586,-1.9285118552571345,0,0,-0.999104307665581,-0.00029286944963995165,0,0,0,0,1,-1
17,35.6496955,139.50286839999998,30.713172360690105,1.394997582115967,-1.8829205341032242,0,0,-0.9988450023083729,0.0014493422137514755,0,0,0,0,1,-1
18,35.6496987,139.50284109999998,28.24850486851903,1.2551069300089057,-1.7562621317424771,0,0,-0.9990875313137891,-0.005259104850512185,0,0,0,0,1,-1
19,35.6497016,139.50282289999998,26.6628377763534,1.2653386915898062,-1.6634410446595789,0,0,-0.9992350670017338,0.0007811600717496022,0,0,0,0,1,-1
20,35.6497021,139.5028182,26.191243015557557,1.2761279376461576,-1.6074943916129596,0,0,-0.9990262901305872,-0.0027452992646989343,0,0,0,0,1,-1
21,35.6497045,139.50280419999999,24.773700653403587,1.209763567231269,-1.5558050908991188,0,0,-0.9986900671025873,0.02378539474698187,0,0,0,0,1,-1
22,35.649704199999995,139.50279609999998,23.94554028701517,1.1149129778326312,-1.560230835416298,0,0,-0.9985559335954579,-0.02630592358554431,0,0,0,0,1,-1
23,35.6497082,139.5027653,21.22515455152246,0.991683010681188,-1.3095760749570726,0,0,-0.9990355833611065,0.009681725178086041,0,0,0,0,1,-1
24,35.649709699999995,139.5027498,19.907426033989385,0.9952340518328467,-1.207196071681715,0,0,-0.9990221080102456,-0.009285934705698537,0,0,0,0,1,-1
25,35.6497118,139.50274009999998,18.93124660570737,0.9161516457443635,-1.193278786605852,0,0,-0.9990777234816908,0.0013834804330186308,0,0,0,0,1,-1
26,35.649715,139.50270709999998,15.803622446400334,0.7560141269030981,-0.9621912185711765,0,0,-0.998767936504417,-0.0034780131936819744,0,0,0,0,1,-1
27,35.649720099999996,139.5026795,13.40744362470192,0.8103619719932464,-0.8146118208043975,0,0,-0.9987305584836669,-0.02369458038111281,0,0,0,0,1,1
28,35.6497202,139.5026794,13.392204806922571,0.8031091165617137,-0.8278007359429879,0,0,-0.999052889400447,0.008015977732670076,0,0,0,0,1,-1
29,35.649719999999995,139.5026794,13.386563491697164,0.7311085700335268,-0.8017673320115413,0,0,-0.8552953445682114,0.516367391983338,0,0,0,0,1,-1
30,35.649684799999996,139.502669,13.433187274068308,-3.3123261317141037,-0.7374446713206019,0,0,-0.6717736336724833,0.7398276968278554,0,0,0,0,1,-1
31,35.649650799999996,139.5026628,13.708725251556306,-7.31579539880242,-0.6894941226368635,0,0,-0.7388046141810326,0.6727700935650944,0,0,0,0,1,-1
32,35.6496245,139.50265439999998,13.630649056631054,-10.232898030851578,-0.6065015099472509,0,0,-0.6568668464970554,0.7535133340930075,0,0,0,0,1,7
33,35.6496166,139.5026541,13.838755872444855,-11.338405416776322,-0.6106179579172434,0,0,-0.6324219110922162,0.7739730779239422,0,0,0,0,1,-1
34,35.6495803,139.50265489999998,14.833163037284855,-15.274920348502391,-0.570257521521922,0,0,-0.5097672221463269,0.8595992117333914,0,0,0,0,1,-1
35,35.649548599999996,139.5026773,17.519914448441988,-18.3269097464961,-0.7024993690052787,0,0,-0.29993831030911,0.953541208492217,0,0,0,0,1,-1
36,35.6495295,139.5027167,21.35963589349313,-19.666562302858992,-0.912955249649486,0,0,-0.03405988713559555,0.9992057225382105,0,0,0,0,1,-1
